id,task,context,query,distractor_count,expected_focus,difficulty,brain_zone,neural_analog
tagp_filter_0438,Selective Filtering,The weather is nice today. The API key is sk_live_abc123xyz789. Water is wet. Trees have leaves. Books have pages. Cars have wheels. Cats are furry animals. I like pizza. The sky is blue.,What is the API key?,13,sk_live_abc123xyz789,17.3515,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_filter_0289,Selective Filtering,JavaScript is a programming language. The error code is ERR_TIMEOUT_DB_CONNECTION. C++ is low-level. PHP is for web development. Go is good for concurrency. Ruby is elegant. Rust is fast and safe. Python is popular for AI. Java runs on JVM.,What is the error code?,21,ERR_TIMEOUT_DB_CONNECTION,30.861,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_sustained_0388,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_filter_0120,Selective Filtering,Cats are furry animals. The API key is sk_live_abc123xyz789. The weather is nice today. I like pizza.,What is the API key?,3,sk_live_abc123xyz789,3.0,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_sustained_0383,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_sustained_0010,Sustained Over Length,Alice went to the store. She bought apples and oranges. Alice paid with cash.,How did Alice pay?,3,cash,3.0,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_sustained_0330,Sustained Over Length,Alice went to the store. She bought apples and oranges. Alice paid with cash.,How did Alice pay?,3,cash,3.0,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_needle_0196,Adversarial Needle,The password is: football | The password is: CORRECT_answ3r!XK9 | The password is: admin456 | The password is: hunter2 | The password is: 123456 | The password is: password1 | The password is: monkey123 | The password is: letmein789 | The password is: qwerty123,What is the correct password?,2,CORRECT_answ3r!XK9,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_divided_0331,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,12,"3, 2",6.60612,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0352,Adversarial Needle,The password is: hunter2 | The password is: 123456 | The password is: monkey123 | The password is: password1 | The password is: letmein789 | The password is: qwerty123 | The password is: football | The password is: admin456 | The password is: CORRECT_answ3r!XK9,What is the correct password?,3,CORRECT_answ3r!XK9,9.6981,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0413,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_shift_0391,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,2,Item B,5.5051,colliculus,Colliculus FilterConfig.focus switching cost
tagp_shift_0191,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,2,Item B,5.5051,colliculus,Colliculus FilterConfig.focus switching cost
tagp_shift_0125,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,1,Item B,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_divided_0409,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,20,"3, 2",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_filter_0161,Selective Filtering,The car needs oil change. The meeting is at 3 PM. Critical: System failure in production. Immediate action required. Please send the report. Don't forget to call mom. Buy groceries on the way home.,What is the critical message?,5,System failure in production,5.5051,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_sustained_0332,Sustained Over Length,Server A hosts the database. Server B runs the API. Server C handles caching. Server D processes jobs. Server E stores logs. Server F monitors metrics. Server G serves static files. Server H manages authentication.,Which server runs the API?,8,Server B,9.6981,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_filter_0346,Selective Filtering,Python is popular for AI. JavaScript is a programming language. The error code is ERR_TIMEOUT_DB_CONNECTION. Rust is fast and safe. Go is good for concurrency. Java runs on JVM.,What is the error code?,5,ERR_TIMEOUT_DB_CONNECTION,5.5051,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_filter_0026,Selective Filtering,Please send the report. The car needs oil change. Buy groceries on the way home. The meeting is at 3 PM. Don't forget to call mom. Critical: System failure in production. Immediate action required.,What is the critical message?,5,System failure in production,5.5051,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0326,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,2,car,5.5051,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0128,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_divided_0011,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,12,"3, 2",6.60612,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_sustained_0336,Sustained Over Length,The project started in January. Team Alpha was assigned to it. They completed phase 1 in February. Phase 2 took until March. The final deliverable was in April.,When was phase 2 completed?,5,March,5.5051,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_shift_0045,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,1,Item B,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_divided_0344,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,20,"5, 4",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_filter_0258,Selective Filtering,I like pizza. The sky is blue. Trees have leaves. Water is wet. Cars have wheels. Cats are furry animals. Books have pages. The weather is nice today. The API key is sk_live_abc123xyz789.,What is the API key?,13,sk_live_abc123xyz789,17.3515,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_needle_0274,Adversarial Needle,The password is: CORRECT_answ3r!XK9 | The password is: password1 | The password is: 123456 | The password is: football | The password is: qwerty123 | The password is: monkey123 | The password is: admin456 | The password is: hunter2 | The password is: letmein789,What is the correct password?,8,CORRECT_answ3r!XK9,30.861,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_divided_0128,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,18,"5, 4",31.232700000000005,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_filter_0339,Selective Filtering,Cats are furry animals. The API key is sk_live_abc123xyz789. Trees have leaves. The weather is nice today. The sky is blue. Books have pages. I like pizza. Water is wet. Cars have wheels.,What is the API key?,21,sk_live_abc123xyz789,30.861,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_divided_0024,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,20,"5, 4",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0197,Adversarial Needle,Debug line 1: variable x = 5 | Debug line 2: variable y = 10 | Debug line 8: ERROR: null pointer | Debug line 7: variable diff = -5 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 3: variable z = 15 | Debug line 6: variable product = 30 | Debug line 5: ERROR: division by zero | Debug line 4: variable sum = 20,What is the REAL error message?,3,REAL_bug_buffer_overflow_0xdeadbeef,9.6981,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0142,Sustained Over Length,Server A hosts the database. Server B runs the API. Server C handles caching. Server D processes jobs. Server E stores logs. Server F monitors metrics. Server G serves static files. Server H manages authentication.,Which server runs the API?,8,Server B,9.6981,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_divided_0373,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,18,"3, 2",31.232700000000005,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_filter_0428,Selective Filtering,Doctor appointment on Friday. Pay electricity bill. Buy groceries on the way home. The meeting is at 3 PM. Renew library books. Don't forget to call mom. Please send the report. The car needs oil change. Critical: System failure in production. Immediate action required.,What is the critical message?,13,System failure in production,17.3515,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_divided_0304,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,20,"5, 4",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_sustained_0423,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_needle_0239,Adversarial Needle,Debug line 8: ERROR: null pointer | Debug line 4: variable sum = 20 | Debug line 6: variable product = 30 | Debug line 1: variable x = 5 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 7: variable diff = -5 | Debug line 3: variable z = 15 | Debug line 2: variable y = 10 | Debug line 5: ERROR: division by zero,What is the REAL error message?,8,REAL_bug_buffer_overflow_0xdeadbeef,30.861,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_filter_0032,Selective Filtering,Please send the report. Renew library books. Don't forget to call mom. Pay electricity bill. The car needs oil change. Buy groceries on the way home. Doctor appointment on Friday. The meeting is at 3 PM. Critical: System failure in production. Immediate action required.,What is the critical message?,8,System failure in production,9.6981,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0275,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,1,Item B,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_needle_0203,Adversarial Needle,Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 3: variable z = 15 | Debug line 5: ERROR: division by zero | Debug line 2: variable y = 10 | Debug line 6: variable product = 30 | Debug line 4: variable sum = 20 | Debug line 8: ERROR: null pointer | Debug line 1: variable x = 5 | Debug line 7: variable diff = -5,What is the REAL error message?,5,REAL_bug_buffer_overflow_0xdeadbeef,17.3515,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
