id,task,question,answer,ground_truth_confidence,difficulty,brain_zone,neural_analog
tmp_confidence_calibration_1149,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1150,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1151,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1152,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1153,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1154,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1155,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1156,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1157,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1158,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1159,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1160,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1161,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1162,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1163,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1164,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1165,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1166,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1167,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1168,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1169,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1170,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1171,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1172,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1173,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1174,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1175,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1176,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1177,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1178,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1179,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1180,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1181,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1182,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1183,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1184,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1185,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1186,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1187,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1188,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1189,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1190,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1191,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1192,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1193,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1194,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1195,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1196,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1197,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1198,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1199,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
