id,task,scenario,perspective,expected_inference,difficulty,brain_zone,neural_analog
tscp_neg_0038,Negotiation,Startup: Founder A invested $100K and works full-time. Founder B invested $500K but doesn't work. Co-founder C joined with no investment but key technical skills.,Level 4 fairness reasoning,"Complex equity: B for money, A for work, C for skills",69.406,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_norm_0027,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_neg_0016,Negotiation,Company offers employee $50K for role worth $70K market rate. Employee asks for $65K. Company says $55K final.,Level 2 fairness reasoning,Unfair: Company underpays relative to market,11.0102,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_neg_0188,Negotiation,Startup: Founder A invested $100K and works full-time. Founder B invested $500K but doesn't work. Co-founder C joined with no investment but key technical skills.,Level 4 fairness reasoning,"Complex equity: B for money, A for work, C for skills",69.406,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_neg_0249,Negotiation,International treaty: Country A reduces emissions 50% at high cost. Country B reduces 10% at low cost. Country C is developing and increases emissions. Climate impact: global but costs local.,Level 5 fairness reasoning,"A and B should reduce more, C gets allowance for development",154.305,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_aud_0059,Audience Adaptation,"Topic: Advanced machine learning
Audience: ML research conference
Required complexity: highly technical, current research, equations expected",Level 5 adaptation,"Assume deep knowledge, discuss cutting-edge techniques",154.305,broca,Broca area adjusts complexity based on audience model
tscp_prag_0055,Pragmatic Inference,"Utterance: 'Great weather for a picnic!'
Context: It's raining heavily outside.",Level 1 context cues,sarcastic,3.0,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_neg_0166,Negotiation,Company offers employee $50K for role worth $70K market rate. Employee asks for $65K. Company says $55K final.,Level 2 fairness reasoning,Unfair: Company underpays relative to market,11.0102,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_tom_0358,Theory of Mind — False Belief,Manager assigns Task A to Developer X and Task B to Developer Y. Manager emails X about changes to Task A but forgets to email Y. X and Y discuss tasks; X mentions the changes to Y. Manager assumes Y knows about changes.,Level 4 perspective taking,"No, Manager is correct by coincidence (Y knows, but not from Manager)",69.406,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_neg_0311,Negotiation,Company offers employee $50K for role worth $70K market rate. Employee asks for $65K. Company says $55K final.,Level 2 fairness reasoning,Unfair: Company underpays relative to market,11.0102,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_aud_0400,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_norm_0191,Implicit Social Norms,Guest arrives 15 minutes late to dinner party.,Level 2 cultural awareness,Apology appropriate in most Western contexts,11.0102,ofc,OFC social value system for cultural norm inference
tscp_neg_0023,Negotiation,Startup: Founder A invested $100K and works full-time. Founder B invested $500K but doesn't work. Co-founder C joined with no investment but key technical skills.,Level 4 fairness reasoning,"Complex equity: B for money, A for work, C for skills",69.406,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_neg_0307,Negotiation,Three siblings inherit $300K. Sibling A cared for parents for 5 years. Sibling B visited monthly. Sibling C lived abroad with no contact.,Level 3 fairness reasoning,Equitable split: A > B > C,29.0943,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_tom_0344,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_tom_0176,Theory of Mind — False Belief,John puts his keys on the table and goes outside. Mary moves the keys to a drawer. John's friend tells him 'Mary moved your keys.' John doesn't know where Mary moved them.,Level 2 perspective taking,"Keys were moved, but John doesn't know where",11.0102,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_prag_0408,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_prag_0094,Pragmatic Inference,"Utterance: 'Well, that went exactly as planned.'
Context: After a presentation where projector failed, laptop crashed, and speaker tripped on stage.",Level 5 context cues,sarcastic with multiple failure cues,154.305,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_norm_0168,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_norm_0255,Implicit Social Norms,Person enters elevator and sees another person inside.,Level 1 cultural awareness,Minimal acknowledgment expected,3.0,ofc,OFC social value system for cultural norm inference
tscp_neg_0287,Negotiation,Three siblings inherit $300K. Sibling A cared for parents for 5 years. Sibling B visited monthly. Sibling C lived abroad with no contact.,Level 3 fairness reasoning,Equitable split: A > B > C,29.0943,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_tom_0184,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_neg_0037,Negotiation,Three siblings inherit $300K. Sibling A cared for parents for 5 years. Sibling B visited monthly. Sibling C lived abroad with no contact.,Level 3 fairness reasoning,Equitable split: A > B > C,29.0943,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_tom_0337,Theory of Mind — False Belief,Alice tells Bob that a surprise party is at 5 PM. Bob tells Charlie it's at 5 PM. Alice changes time to 6 PM but doesn't tell Bob. Bob doesn't tell Charlie about the change.,Level 3 perspective taking,5 PM (inherited Bob's false belief),29.0943,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_norm_0389,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_neg_0278,Negotiation,Startup: Founder A invested $100K and works full-time. Founder B invested $500K but doesn't work. Co-founder C joined with no investment but key technical skills.,Level 4 fairness reasoning,"Complex equity: B for money, A for work, C for skills",69.406,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_norm_0174,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_prag_0087,Pragmatic Inference,"Utterance: 'Do you have the time?'
Context: Person approaches stranger on street.",Level 3 context cues,request for information,29.0943,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_aud_0149,Audience Adaptation,"Topic: Advanced machine learning
Audience: ML research conference
Required complexity: highly technical, current research, equations expected",Level 5 adaptation,"Assume deep knowledge, discuss cutting-edge techniques",154.305,broca,Broca area adjusts complexity based on audience model
tscp_aud_0247,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_prag_0186,Pragmatic Inference,"Utterance: 'I just love waiting in line for 3 hours.'
Context: Speaker looks frustrated and checks watch repeatedly.",Level 2 context cues,ironic,11.0102,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_prag_0318,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_tom_0296,Theory of Mind — False Belief,John puts his keys on the table and goes outside. Mary moves the keys to a drawer. John's friend tells him 'Mary moved your keys.' John doesn't know where Mary moved them.,Level 2 perspective taking,"Keys were moved, but John doesn't know where",11.0102,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_norm_0242,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_norm_0015,Implicit Social Norms,Person enters elevator and sees another person inside.,Level 1 cultural awareness,Minimal acknowledgment expected,3.0,ofc,OFC social value system for cultural norm inference
