id,task,question,answer,ground_truth,examples_count,context_length,difficulty,brain_zone,neural_analog
thlp_reward_0126,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,5.5051,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0134,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0293,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0394,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_reward_0294,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_reward_0417,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_error_0297,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0331,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0107,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_reward_0116,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,5.5051,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0418,Long-Context Retention,"A company has 4 departments. Department A has 12 employees. Department B has 8 but is hiring 3 more. Department C lost 2 employees who moved to Department D. Department D originally had 10 employees and received a team of 5 from Department A. Department A also sent 2 employees to Department E, which started with 7.

How many employees are in each department now?","A: 5, B: 11, C: 8, D: 15, E: 9","A: 5, B: 11, C: 8, D: 15, E: 9",0,13,17.3515,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0023,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,17.3515,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_error_0457,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0457,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0386,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,2,49,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0186,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0203,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,17.3515,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0164,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0101,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,5.5051,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0230,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0130,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,1,49,3.0,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_fewshot_0331,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,2,51,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0349,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0431,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,5.5051,amygdala,Amygdala strengthens associations on prediction errors
thlp_reward_0215,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,3.0,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0188,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0170,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,1,49,3.0,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0012,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,9.6981,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0199,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0062,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_reward_0242,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_fewshot_0141,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,2,61,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_error_0038,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,17.3515,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0132,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0317,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0362,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,4,49,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0475,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,3.0,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0040,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0138,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,6,49,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_error_0393,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,17.3515,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0407,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0346,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0097,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,9.6981,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0350,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0344,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0478,Long-Context Retention,"A company has 4 departments. Department A has 12 employees. Department B has 8 but is hiring 3 more. Department C lost 2 employees who moved to Department D. Department D originally had 10 employees and received a team of 5 from Department A. Department A also sent 2 employees to Department E, which started with 7.

How many employees are in each department now?","A: 5, B: 11, C: 8, D: 15, E: 9","A: 5, B: 11, C: 8, D: 15, E: 9",0,13,17.3515,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0141,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,5.5051,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0184,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
